Bifidobacterium catenulatum,Irritable bowel syndrome(IBS),"In healthy subjects, B. catenulatum level as percentage of total bifidobacterial load (17.04% ± 2.3%) was significantly (P < 0.001) higher when compared to IBS patients (4.85% ± 0.5%). Kerckhoffs AP, Samsom M, van der Rest ME, de Vogel J, Knol J, Ben-Amor K, Akkermans LM. Lower Bifidobacteria counts in both duodenal mucosa-associated and fecal microbiota in irritable bowel syndrome patients. World J Gastroenterol 2009; 15(23): 2887-2892 [PMID: 19533811 DOI: 10.3748/wjg.15.2887]"
Bifidobacterium catenulatum,Irritable bowel syndrome(IBS),"The significantly lower proportion of B. catenulatum was observed in all IBS subgroups Kerckhoffs AP, Samsom M, van der Rest ME, de Vogel J, Knol J, Ben-Amor K, Akkermans LM. Lower Bifidobacteria counts in both duodenal mucosa-associated and fecal microbiota in irritable bowel syndrome patients. World J Gastroenterol 2009; 15(23): 2887-2892 [PMID: 19533811 DOI: 10.3748/wjg.15.2887]"
Bifidobacterium catenulatum,Irritable bowel syndrome(IBS),"Using molecular-based techniques decreased B. catenulatum, C. coccoides, Lactobacillus and Collinsella counts in the fecal samples of IBS patients were found Kerckhoffs AP, Samsom M, van der Rest ME, de Vogel J, Knol J, Ben-Amor K, Akkermans LM. Lower Bifidobacteria counts in both duodenal mucosa-associated and fecal microbiota in irritable bowel syndrome patients. World J Gastroenterol 2009; 15(23): 2887-2892 [PMID: 19533811 DOI: 10.3748/wjg.15.2887]"
Bifidobacterium catenulatum,Irritable bowel syndrome(IBS),"Furthermore, B. catenulatum counts were decreased in duodenal mucosa-associated samples as well as in fecal samples of IBS patients compared to controls. Kerckhoffs AP, Samsom M, van der Rest ME, de Vogel J, Knol J, Ben-Amor K, Akkermans LM. Lower Bifidobacteria counts in both duodenal mucosa-associated and fecal microbiota in irritable bowel syndrome patients. World J Gastroenterol 2009; 15(23): 2887-2892 [PMID: 19533811 DOI: 10.3748/wjg.15.2887]"
Bifidobacterium catenulatum,Irritable bowel syndrome(IBS),"However, in age-matched IBS patients and healthy subjects statistically significantly decreased levels of B. catenulatum were also seen in duodenal as well as in fecal samples of the IBS patients. Kerckhoffs AP, Samsom M, van der Rest ME, de Vogel J, Knol J, Ben-Amor K, Akkermans LM. Lower Bifidobacteria counts in both duodenal mucosa-associated and fecal microbiota in irritable bowel syndrome patients. World J Gastroenterol 2009; 15(23): 2887-2892 [PMID: 19533811 DOI: 10.3748/wjg.15.2887]"
Bifidobacterium catenulatum,Irritable bowel syndrome(IBS),"Specifically, B. catenulatum was found to be reduced in duodenal mucosa-associated bacteria as well as in the feces of IBS patients. Kerckhoffs AP, Samsom M, van der Rest ME, de Vogel J, Knol J, Ben-Amor K, Akkermans LM. Lower Bifidobacteria counts in both duodenal mucosa-associated and fecal microbiota in irritable bowel syndrome patients. World J Gastroenterol 2009; 15(23): 2887-2892 [PMID: 19533811 DOI: 10.3748/wjg.15.2887]"
Clostridium coccoides,Irritable bowel syndrome(IBS),Average results from three fecal samples suggested differences in the Clostridium coccoides subgroup and Bifidobacterium catenulatum group between IBS patients (n = 21) and controls (n = 15). 
Clostridium coccoides,Irritable bowel syndrome(IBS),"Of the intestinal pathogens earlier associated with IBS, no indications of Helicobacter spp. or Clostridium difficile were found whereas one case of Campylobacter jejuni was identified by sequencing."
Desulfovibrio,Diarrhea Irritable bowel syndrome(IBS),the diarrhea predominant IBS patients seemed to have lower amounts of Desulfovibrio
Ruminococcus productus,Irritable bowel syndrome(IBS),"Ruminococcus productus DSM 2950, and Veillonella parvula ATCC 10790 were used as positive and negative controls in real-time PCR."
Veillonella,Constipation Irritable bowel syndrome(IBS),constipation predominant IBS patients carried increased amounts of Veillonella spp.
Veillonella,Constipation Irritable bowel syndrome(IBS),"Box and whiskers plots presenting the amounts of genomic DNAs for (A) Lactobacillus spp., (B) Veillonella spp., and (C) Bidobacterium spp. in 1 g fecal samples (wet weight) of control subjects and patients diagnosed with diarrhea, alternating type or constipation predominant IBS."
Veillonella,Constipation Irritable bowel syndrome(IBS),"Also, counts for Veillonella spp. were signicantly higher (p < 0.045) with the constipation predominant IBS group than with healthy controls (Table 4, Fig. 1B)."
Bacteroidetes,Obesity,"However, compared with lean mice and regardless of kinship, ob/ob animals have a 50% reduction in the abundance of Bacteroidetes and a proportional increase in Firmicutes. These changes, which are division-wide, indicate that, in this model, obesity affects the diversity of the gut microbiota and suggest that intentional manipulation of community structure may be useful for regulating energy balance in obese individuals."
Bacteroidetes,Obesity,Obesity Correlates with a Shift in the Abundance of Bacteroidetes and Firmicutes.
Bacteroidetes,Obesity,"The cecal microbiota of obese mice had a statistically significant 50% reduction in Bacteroidetes, relative to lean mice, and a significantly greater proportion of Firmicutes"
Bacteroidetes,Obesity,"Here we show that the relative proportion of Bacteroidetes is decreased in obese people by comparison with lean people, and that this proportion increases with weight loss on two types of low-calorie diet."
Bacteroidetes,Obesity,"mice that are genetically obese (ob/ob) have 50% fewer Bacteroidetes, and correspondingly more Firmicutes, than their lean (+/+) siblings"
Bacteroidetes,Obesity,"Before diet therapy, obese people had fewer Bacteroidetes (P<0.001) and more Firmicutes (P=0.002) than did lean controls"
Bacteroidetes,Obesity,The most abundant bacterial groups in faeces of lean and obese subjects belonged to the phyla Firmicutes and Bacteroidetes.
Bacteroidetes,Obesity,The ratio of Firmicutes to Bacteroidetes changed in favor of the Bacteroidetes in overweight (P = 0.001) and obese subjects (P = 0.005). 
Bacteroidetes,Obesity,"Recently, it has been hypothesised that an increased ratio of Firmicutes to Bacteroidetes may make a significant contribution to the pathophysiology of obesity."
Bacteroidetes,Obesity,By comparison with wild-type animals Ley and co-workers demonstrated that genetically obese (ob/ob) mice show an increased proportion of the Firmicutes and a decrease in Bacteroidetes
Bacteroidetes,Obesity,"In turn, the median proportion of the bacterial division Bacteroidetes of the total sum of species studied was higher in overweight (46.8%, P = 0.001) and obese (45.0%, P = 0.006), respectively, than in lean volunteers (22.9%), since the Bacteroidetes count remained largely unaffected by BMI. "
Bacteroidetes,Obesity,"On the whole, this led to a lower ratio of Firmicutes to Bacteroidetes in overweight (P = 0.001) and obese volunteers (P = 0.005). "
Bacteroidetes,Obesity,It has been assumed that the proportional representation of the Firmicutes and Bacteroidetes may play a role in the development of obesity
Bacteroidetes,Obesity,It is worthy of mention that the proportion of Bacteroidetes significantly increased in overweight and obese subjects.
Bacteroidetes,Obesity,"Interestingly, the reduction of Bacteroidetes and bifidobacteria has an influence on obesity"
Firmicutes,Obesity,Obesity Correlates with a Shift in the Abundance of Bacteroidetes and Firmicutes.
Firmicutes,Obesity,"However, compared with lean mice and regardless of kinship, ob/ob animals have a 50% reduction in the abundance of Bacteroidetes and a proportional increase in Firmicutes. These changes, which are division-wide, indicate that, in this model, obesity affects the diversity of the gut microbiota and suggest that intentional manipulation of community structure may be useful for regulating energy balance in obese individuals."
Firmicutes,Obesity,"The cecal microbiota of obese mice had a statistically significant 50% reduction in Bacteroidetes, relative to lean mice, and a significantly greater proportion of Firmicutes"
Firmicutes,Obesity,"mice that are genetically obese (ob/ob) have 50% fewer Bacteroidetes, and correspondingly more Firmicutes, than their lean (+/+) siblings"
Firmicutes,Obesity,"Before diet therapy, obese people had fewer Bacteroidetes (P<0.001) and more Firmicutes (P=0.002) than did lean controls"
Firmicutes,Obesity,"Significant diet-dependent reductions in a group of butyrate-producing Firmicutes were, however, detected in fecal samples from obese subjects on weight loss diets."
Firmicutes,Obesity,"Diets designed to achieve weight loss in obese subjects can significantly alter the species composition of the gut microbiota, but we find no evidence that the proportions of Bacteroidetes and Firmicutes among fecal bacteria have a function in human obesity."
Firmicutes,Obesity,"It has been reported, on the basis of evidence from 16S rRNA sequencing, that the proportions of the two major bacterial phyla found in the human fecal microbiota, the Firmicutes and the Bacteroidetes, differ between obese and lean humans,6 with the suggestion that the colonic microbiota found in obese subjects is more efficient than that of lean subjects at recovering energy from resistant dietary components."
Firmicutes,Obesity,"Previous reports also indicate an increase in the proportion of Firmicutes present in the feces or colon of obese human subjects and ob/ob mice,7, 8 as compared with lean controls."
Firmicutes,Obesity,"Our findings therefore do not support the hypothesis that the proportions of Bacteroidetes and Firmicutes, at least at the phylum level, have a major function in determining human obesity."
Firmicutes,Obesity,"Our results extend the findings of others by demonstrating that obese individuals harbor unique H2-producing bacterial groups, particularly members of the Prevotellaceae family and certain groups within Firmicutes."
Firmicutes,Obesity,The most abundant bacterial groups in faeces of lean and obese subjects belonged to the phyla Firmicutes and Bacteroidetes.
Firmicutes,Obesity,By comparison with wild-type animals Ley and co-workers demonstrated that genetically obese (ob/ob) mice show an increased proportion of the Firmicutes and a decrease in Bacteroidetes
Firmicutes,Obesity,It has been assumed that the proportional representation of the Firmicutes and Bacteroidetes may play a role in the development of obesity
Firmicutes,Obesity,The ratio of Firmicutes to Bacteroidetes changed in favor of the Bacteroidetes in overweight (P = 0.001) and obese subjects (P = 0.005). 
Firmicutes,Obesity,"Recently, it has been hypothesised that an increased ratio of Firmicutes to Bacteroidetes may make a significant contribution to the pathophysiology of obesity."
Bacteroides fragilis,Ileal Crohn's disease(CD),Specific probes against the three major bacterial groups (table 1) revealed a significant relative reduction in the Clostridium leptum group in CD patients compared with healthy subjects (p<0.02) whereas the proportions of Clostridium coccoides and Bacteroides groups were similar in the two groups of subjects
Clostridium coccoides,Ileal Crohn's disease(CD),Specific probes against the three major bacterial groups (table 1) revealed a significant relative reduction in the Clostridium leptum group in CD patients compared with healthy subjects (p<0.02) whereas the proportions of Clostridium coccoides and Bacteroides groups were similar in the two groups of subjects
Clostridium coccoides,Ileal Crohn's disease(CD),"A previous analysis of amplified and cloned rRNA gene libraries from healthy volunteers (n = 3) and CD patients (n = 3)23 also indicated that the Firmicutes (Clostridium leptum and Clostridium coccoides groups) had significantly lesser complexity in CD (25 v 73 OTUs) (Irène Mangin, personal communication). "
Clostridium leptum,Ileal Crohn's disease(CD),"A previous analysis of amplified and cloned rRNA gene libraries from healthy volunteers (n = 3) and CD patients (n = 3)23 also indicated that the Firmicutes (Clostridium leptum and Clostridium coccoides groups) had significantly lesser complexity in CD (25 v 73 OTUs) (Irène Mangin, personal communication). "
Clostridium leptum,Ileal Crohn's disease(CD),Specific probes against the three major bacterial groups (table 1) revealed a significant relative reduction in the Clostridium leptum group in CD patients compared with healthy subjects (p<0.02) whereas the proportions of Clostridium coccoides and Bacteroides groups were similar in the two groups of subjects
Clostridium leptum,Ileal Crohn's disease(CD),"The results obtained by FISH and the metagenomic approach were highly consistent, showing a marked reduction in the number of active cells and in the diversity of the Clostridium leptum group in patients with CD."
Clostridium leptum,Ileal Crohn's disease(CD),"Healthy subjects and CD patients were compared using the Student’s t test for two independent sets of samples. *p<0.02, significant difference between healthy subjects and CD patients for the Clostridium leptum group."
Clostridium leptum,Ileal Crohn's disease(CD),"In particular, the Clostridium leptum phylogenetic group was significantly less abundant in CD patients than in healthy subjects."
Prevotella,Ileal Crohn's disease(CD),"The total number of Bacteroidetes OTUs was similar in the two groups, while differences in the Prevotella and Bacteroides fragilis subgroups were found."
Atopobium,Bacterial Vaginosis,"Other bacterium-specific PCR assays showed that atopobium species, megasphaera species, and an eggerthella-like uncultured bacterium were detected in a high percentage of subjects with bacterial vaginosis, and these assays had moderate specificity for bacterial vaginosis."
Atopobium,Bacterial Vaginosis,"Thus, BVAB1, BAVB2, and BVAB3 have distinct morphologic features; are easily distinguished from other bacteria associated with bacterial vaginosis, such as atopobium, mobiluncus, and gardnerella species; and are found attached to vaginal epithelial cells in a way that is typical of the clue cells that characterize bacterial vaginosis."
Atopobium,Bacterial Vaginosis,"Atopobium, leptotrichia, megasphaera, and eggerthella-like bacterial species were found in a high percentage of subjects who had bacterial vaginosis, according to bacterium-specific PCR."
Atopobium,Bacterial Vaginosis,"The presence of atopobium was less specific for bacterial vaginosis than was the presence of BVAB1, BVAB2, or BVAB3."
Atopobium,Bacterial Vaginosis,"Although no single bacterium could be identified as a specific marker for healthy over diseased conditions, three phyla - Bacteroidetes, Actinobacteria and Fusobacteria, and eight genera including Gardnerella, Atopobium, Megasphaera, Eggerthella, Aerococcus, Leptotrichia/Sneathia, Prevotella and Papillibacter were strongly associated with BV (p < 0.05)."
Atopobium,Bacterial Vaginosis,"Gardnerella, Atopobium, Megasphaera, Eggerthella, Leptotrichia/Sneathia and Prevotella were more common and present at a higher copy numbers in the BV group, although there were significant interpersonal variations (data not shown)"
Atopobium,Bacterial Vaginosis,"In our study, eight BV-related genera, i.e., Gardnerella, Atopobium, Megasphaera, Eggerthella, Aerococcus, Leptotrichia/Sneathia, Prevotella and Papillibacter, were detected at higher prevalence and higher relative abundance in women with BV."
Atopobium,Bacterial Vaginosis,"Another genus in Actinobacteria, Atopobium, which plays an important role in the development of BV and treatment failure, is highly abundant in the vaginal microbiota of BV"
Atopobium vaginae,Bacterial Vaginosis,"Other bacteria frequently detected in subjects with bacterial vaginosis included Atopobium vaginae, two megasphaera species, two distinct dialister phylotypes, Leptotrichia amnionii and the related bacterium Sneathia sanguinegens, Porphyromonas asaccharolytica, and a bacterium distantly related to Eggerthella hongkongensis (92 percent sequence similarity). "
Atopobium vaginae,Bacterial Vaginosis,Several groups have detected A. vaginae 16S rDNA in vaginal fluid from subjects with bacterial vaginosis and have suggested a role of this bacterium in bacterial vaginosis
Atopobium vaginae,Bacterial Vaginosis,"Previous studies have demonstrated that BV is a polymicrobial syndrome, characterized by a shift in vaginal microbiota from a predominant population of Lactobacillus spp. [14, 32] to their gradual or total replacement with anaerobes such as Gardnerella vaginalis[33], Morbiluncus spp. [34], Prevotella spp. [14], Mycoplasma hominis[21] and the recently identified metronidazole resistant Atopobium vaginae[35]. These species are however also found in subjects who do not suffer from BV with low copy numbers and thus cannot be used as a specific marker for disease."
Atopobium vaginae,Bacterial Vaginosis,"Our results also confirmed this implication. Eggerthella, like A. vaginae in this phylum, was strongly correlated with BV."
Clostridiales,Bacterial Vaginosis,We identified three bacterial species in the Clostridiales order that were highly specific for the presence of bacterial vaginosis and only distantly related to known bacteria.
Clostridiales,Bacterial Vaginosis,"Women with bacterial vaginosis have complex vaginal infections with many newly recognized species, including three bacteria in the Clostridiales order that were highly specific for bacterial vaginosis."
Eggerthella,Bacterial Vaginosis,"Other bacterium-specific PCR assays showed that atopobium species, megasphaera species, and an eggerthella-like uncultured bacterium were detected in a high percentage of subjects with bacterial vaginosis, and these assays had moderate specificity for bacterial vaginosis."
Eggerthella,Bacterial Vaginosis,"Other bacteria frequently detected in subjects with bacterial vaginosis included Atopobium vaginae, two megasphaera species, two distinct dialister phylotypes, Leptotrichia amnionii and the related bacterium Sneathia sanguinegens, Porphyromonas asaccharolytica, and a bacterium distantly related to Eggerthella hongkongensis (92 percent sequence similarity). "
Eggerthella,Bacterial Vaginosis,"Atopobium, leptotrichia, megasphaera, and eggerthella-like bacterial species were found in a high percentage of subjects who had bacterial vaginosis, according to bacterium-specific PCR."
Eggerthella,Bacterial Vaginosis,"Bacteroidetes, Actinobacteria and Fusobacteria, and eight genera including Gardnerella, Atopobium, Megasphaera, Eggerthella, Aerococcus, Leptotrichia/Sneathia, Prevotella and Papillibacter were strongly associated with BV (p < 0.05). "
Eggerthella,Bacterial Vaginosis,"Gardnerella, Atopobium, Megasphaera, Eggerthella, Leptotrichia/Sneathia and Prevotella were more common and present at a higher copy numbers in the BV group, although there were significant interpersonal variations"
Eggerthella,Bacterial Vaginosis,"In our study, eight BV-related genera, i.e., Gardnerella, Atopobium, Megasphaera, Eggerthella, Aerococcus, Leptotrichia/Sneathia, Prevotella and Papillibacter, were detected at higher prevalence and higher relative abundance in women with BV."
Eggerthella,Bacterial Vaginosis,Tamrakar et al. (2007) reported that the presence of Eggerthella was an independent risk factor of BV scores (Nugent score ≥ 7)
Eggerthella,Bacterial Vaginosis,Leptotrichia amnionii and Eggerthella sp. were the only two BV-associated bacteria (BVABs) significantly associated with each of the four Amsel’s criteria.
Eggerthella,Bacterial Vaginosis,"Other bacteria that were present in greater than 75% of women and significantly associated with BV included A. vaginae (92%), Eggerthella-like (85.5%), L. amnionii (78%), Aerococcus christensenii (79%), Dialister micraerophilus (79%) and Prevotella timonensis (75%)"
Eggerthella,Bacterial Vaginosis,Eggerthella and L. amnionii were the only BV-associated bacteria that were positively associated with all four clinical criteria.
Eggerthella,Bacterial Vaginosis,"Only two bacteria, Leptotrichia amnionii and Eggerthella sp., were associated with each of the 4 clinical criteria for BV, though many taxa were significantly correlated with BV overall."
Eggerthella,Bacterial Vaginosis,"Other bacteria present in significant numbers in women with BV included A. vaginae (92%), L. iners (86%) and Eggerthella species (85%)."
Gardnerella vaginalis,Bacterial Vaginosis,"Several bacteria have been implicated in bacterial vaginosis, such as Gardnerella vaginalis and Mobiluncus curtisii, but these species are also found in subjects who do not have bacterial vaginosis and thus are not specific markers for disease."
Gardnerella vaginalis,Bacterial Vaginosis,"Koch's postulates for establishing disease causation have not been fulfilled for any bacterium or group of bacteria associated with bacterial vaginosis. The disorder responds to treatment with antibiotics such as metronidazole and clindamycin, but metronidazole has a low level of activity in vitro against G. vaginalis and M. curtisii. Relapse and persistence are common."
Gardnerella vaginalis,Bacterial Vaginosis,L. iners was detected in most subjects. G. vaginalis was detected in all bacterial-vaginosis clone libraries and M. mulieris in one library.
Gardnerella vaginalis,Bacterial Vaginosis,"Although G. vaginalis was present in all subjects with bacterial vaginosis according to bacterium-specific PCR, it was also found in 59 percent of subjects without bacterial vaginosis."
Gardnerella vaginalis,Bacterial Vaginosis,"No single bacterium has been shown to cause the disease, and many cultivated bacteria linked to bacterial vaginosis, such as G. vaginalis, frequently colonize the vagina of women without bacterial vaginosis."
Gardnerella vaginalis,Bacterial Vaginosis,"Previous studies have demonstrated that BV is a polymicrobial syndrome, characterized by a shift in vaginal microbiota from a predominant population of Lactobacillus spp. [14, 32] to their gradual or total replacement with anaerobes such as Gardnerella vaginalis[33], Morbiluncus spp. [34], Prevotella spp. [14], Mycoplasma hominis[21] and the recently identified metronidazole resistant Atopobium vaginae"
Gardnerella vaginalis,Bacterial Vaginosis,"Previous studies have shown that G. vaginalis (belonging to Actinobacteria), was found in most subjects with BV and showed higher sensitivity for the diagnosis of BV [14, 33, 74], but our data also found this species in subjects with low abundance level who did not have BV."
Gardnerella vaginalis,Bacterial Vaginosis,"With this aspect, Bradshaw et al. (2006) suggested that Atopobium was even more specific than G. vaginalis in BV (77% and 35%, respectively)"
Gardnerella vaginalis,Bacterial Vaginosis,It might be implicated that Prevotella showed a synergistic effect with G. vaginalis and aggravated the process of BV.
Lactobacillus  crispatus,Bacterial Vaginosis,"Lactobacillus species were the dominant bacteria detected (83 to 100 percent of clones per library; mean, 97 percent), particularly L. crispatus and L. iners. Most bacterial 16S rDNA sequences in subjects without bacterial vaginosis closely matched known bacteria."
Lactobacillus  crispatus,Bacterial Vaginosis,L. crispatus 16S rDNA was not detected in libraries of clones from subjects with bacterial vaginosis
Leptotrichia,Bacterial Vaginosis,"Other bacteria frequently detected in subjects with bacterial vaginosis included Atopobium vaginae, two megasphaera species, two distinct dialister phylotypes, Leptotrichia amnionii and the related bacterium Sneathia sanguinegens, Porphyromonas asaccharolytica, and a bacterium distantly related to Eggerthella hongkongensis (92 percent sequence similarity). "
Leptotrichia,Bacterial Vaginosis,Detection of leptotrichia species was also very specific for bacterial vaginosis.
Leptotrichia,Bacterial Vaginosis,"Atopobium, leptotrichia, megasphaera, and eggerthella-like bacterial species were found in a high percentage of subjects who had bacterial vaginosis"
Leptotrichia,Bacterial Vaginosis,"Although no single bacterium could be identified as a specific marker for healthy over diseased conditions, three phyla - Bacteroidetes, Actinobacteria and Fusobacteria, and eight genera including Gardnerella, Atopobium, Megasphaera, Eggerthella, Aerococcus, Leptotrichia/Sneathia, Prevotella and Papillibacter were strongly associated with BV (p < 0.05). "
Leptotrichia,Bacterial Vaginosis,"Gardnerella, Atopobium, Megasphaera, Eggerthella, Leptotrichia/Sneathia and Prevotella were more common and present at a higher copy numbers in the BV group"
Leptotrichia,Bacterial Vaginosis,"In our study, eight BV-related genera, i.e., Gardnerella, Atopobium, Megasphaera, Eggerthella, Aerococcus, Leptotrichia/Sneathia, Prevotella and Papillibacter, were detected at higher prevalence and higher relative abundance in women with BV."
Leptotrichia,Bacterial Vaginosis,Our observations in qPCR and pyrosequencing studies showed that the prevalence of Leptotrichia/Sneathia in BV patients was higher than in CN subjects.
Megasphaera,Bacterial Vaginosis,"Other bacterium-specific PCR assays showed that atopobium species, megasphaera species, and an eggerthella-like uncultured bacterium were detected in a high percentage of subjects with bacterial vaginosis, and these assays had moderate specificity for bacterial vaginosis."
Megasphaera,Bacterial Vaginosis,"Other bacteria frequently detected in subjects with bacterial vaginosis included Atopobium vaginae, two megasphaera species, two distinct dialister phylotypes, Leptotrichia amnionii and the related bacterium Sneathia sanguinegens, Porphyromonas asaccharolytica, and a bacterium distantly related to Eggerthella hongkongensis (92 percent sequence similarity). "
Megasphaera,Bacterial Vaginosis,"Atopobium, leptotrichia, megasphaera, and eggerthella-like bacterial species were found in a high percentage of subjects who had bacterial vaginosis, according to bacterium-specific PCR."
Megasphaera,Bacterial Vaginosis,"Combinations of bacterium-specific PCR assays did not substantially improve sensitivity or specificity, except for the combination of BVAB1 and BVAB3, which yielded 100 percent specificity, and the combination of BVAB2 and megasphaera, which yielded 100 percent sensitivity in this small series."
Megasphaera,Bacterial Vaginosis,"Of phylotypes unique to subjects with BV, nine were singletons (encountered only once), and the four most common (sequences most closely related to Olsenella, Megasphaera, Streptobacillus, and Shuttleworthia) accounted for 4%, 7%, 8%, and 9%, respectively, of all sequences retrieved from subjects with BV"
Megasphaera,Bacterial Vaginosis,"Although no single bacterium could be identified as a specific marker for healthy over diseased conditions, three phyla - Bacteroidetes, Actinobacteria and Fusobacteria, and eight genera including Gardnerella, Atopobium, Megasphaera, Eggerthella, Aerococcus, Leptotrichia/Sneathia, Prevotella and Papillibacter were strongly associated with BV (p < 0.05)."
Megasphaera,Bacterial Vaginosis,"Gardnerella, Atopobium, Megasphaera, Eggerthella, Leptotrichia/Sneathia and Prevotella were more common and present at a higher copy numbers in the BV group, although there were significant interpersonal variations (data not shown). "
Megasphaera,Bacterial Vaginosis,"In our study, eight BV-related genera, i.e., Gardnerella, Atopobium, Megasphaera, Eggerthella, Aerococcus, Leptotrichia/Sneathia, Prevotella and Papillibacter, were detected at higher prevalence and higher relative abundance in women with BV."
